Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
1	Stromal cells	Epithelial	Epithelial	NUSAP1	0.56	72.1	9.75e-130
1	Stromal cells	Epithelial	Epithelial	UBE2T	0.6	76.6	1.47e-118
1	Stromal cells	Epithelial	Epithelial	TACC3	0.4	51.3	8.7e-118
1	Stromal cells	Epithelial	Epithelial	PRC1	0.45	63.5	1.62e-116
1	Stromal cells	Epithelial	Epithelial	CDCA3	0.42	49.8	3.11e-114
1	Stromal cells	Epithelial	Epithelial	HIST1H4C	1.25	86.4	1.32e-113
1	Stromal cells	Epithelial	Epithelial	SMC4	0.59	76.4	8.74e-113
1	Stromal cells	Epithelial	Epithelial	TYMS	0.7	75.3	2.32e-112
1	Stromal cells	Epithelial	Epithelial	CENPF	0.53	58.3	9.99e-112
1	Stromal cells	Epithelial	Epithelial	RAD51AP1	0.38	51.0	1.47e-108
1	Stromal cells	Epithelial	Epithelial	CENPW	0.47	67.5	6.45e-107
1	Stromal cells	Epithelial	Epithelial	CDKN3	0.47	61.2	7.24e-106
1	Stromal cells	Epithelial	Epithelial	CDC20	0.57	56.7	6.42e-104
1	Stromal cells	Epithelial	Epithelial	MELK	0.34	48.1	2.85e-102
1	Stromal cells	Epithelial	Epithelial	TUBB	0.7	97.1	2.96e-102
1	Stromal cells	Epithelial	Epithelial	CCNB2	0.46	59.6	3.73e-102
1	Stromal cells	Epithelial	Epithelial	CENPU	0.45	62.0	1.25e-101
1	Stromal cells	Epithelial	Epithelial	LSM3	0.54	99.2	2.9e-100
1	Stromal cells	Epithelial	Epithelial	KIF23	0.34	47.0	2.26e-99
1	Stromal cells	Epithelial	Epithelial	CENPN	0.41	56.4	2.13e-97
1	Stromal cells	Epithelial	Epithelial	CDCA5	0.31	39.7	9.97e-96
1	Stromal cells	Epithelial	Epithelial	PKMYT1	0.32	41.0	2.27e-94
1	Stromal cells	Epithelial	Epithelial	ORC6	0.35	55.4	7.79e-94
1	Stromal cells	Epithelial	Epithelial	SPC24	0.33	40.5	4.71e-93
1	Stromal cells	Epithelial	Epithelial	AURKB	0.31	41.8	7.46e-93
1	Stromal cells	Epithelial	Epithelial	CCNA2	0.27	36.1	7.86e-93
1	Stromal cells	Epithelial	Epithelial	DTYMK	0.55	82.9	3.76e-92
1	Stromal cells	Epithelial	Epithelial	PBK	0.27	37.0	8.73e-90
1	Stromal cells	Epithelial	Epithelial	KIFC1	0.31	41.7	6.04e-89
1	Stromal cells	Epithelial	Epithelial	STMN1	0.51	97.6	6.98e-89
1	Stromal cells	Epithelial	Epithelial	CCDC34	0.45	69.4	2.37e-86
1	Stromal cells	Epithelial	Epithelial	CKS2	0.55	95.2	1.46e-85
1	Stromal cells	Epithelial	Epithelial	OIP5	0.29	42.5	1.7e-85
1	Stromal cells	Epithelial	Epithelial	MKI67	0.31	38.8	6.87e-85
1	Stromal cells	Epithelial	Epithelial	TMEM147	0.53	96.8	1.09e-84
1	Stromal cells	Epithelial	Epithelial	UBE2S	0.52	78.5	4.16e-82
1	Stromal cells	Epithelial	Epithelial	SMC2	0.39	61.7	4.96e-82
1	Stromal cells	Epithelial	Epithelial	TRIP13	0.25	33.5	9.83e-82
1	Stromal cells	Epithelial	Epithelial	UPK1A	0.61	94.9	2.14e-81
1	Stromal cells	Epithelial	Epithelial	DHFR	0.35	45.5	2.06e-79
1	Stromal cells	Epithelial	Epithelial	RNASEH2A	0.48	77.9	2.5e-79
1	Stromal cells	Epithelial	Epithelial	DEK	0.48	99.2	2.57e-79
1	Stromal cells	Epithelial	Epithelial	GGCT	0.5	93.1	3.59e-79
1	Stromal cells	Epithelial	Epithelial	FEN1	0.45	58.8	2.28e-77
1	Stromal cells	Epithelial	Epithelial	RACGAP1	0.27	39.3	1.88e-76
1	Stromal cells	Epithelial	Epithelial	RANBP1	0.44	94.2	4.19e-74
1	Stromal cells	Epithelial	Epithelial	TMEM106C	0.51	83.7	4.85e-73
1	Stromal cells	Epithelial	Epithelial	DUT	0.58	92.8	1.51e-72
1	Stromal cells	Epithelial	Epithelial	KIF22	0.38	60.4	5.9e-72
1	Stromal cells	Epithelial	Epithelial	H2AFV	0.43	95.8	1.77e-71
1	Stromal cells	Epithelial	Epithelial	ANP32B	0.45	96.2	3.5e-71
1	Stromal cells	Epithelial	Epithelial	RAN	0.39	97.4	2.91e-70
1	Stromal cells	Epithelial	Epithelial	SNRPG	0.37	99.2	2.21e-69
1	Stromal cells	Epithelial	Epithelial	DBI	0.44	98.6	2.41e-69
1	Stromal cells	Epithelial	Epithelial	RPA3	0.46	92.9	2.63e-69
1	Stromal cells	Epithelial	Epithelial	SPTSSB	0.58	85.1	3.24e-69
1	Stromal cells	Epithelial	Epithelial	NUCKS1	0.47	95.4	7.78e-69
1	Stromal cells	Epithelial	Epithelial	ATAD2	0.35	54.0	3.5e-68
1	Stromal cells	Epithelial	Epithelial	RHNO1	0.34	60.4	3.81e-68
1	Stromal cells	Epithelial	Epithelial	LSM4	0.43	91.8	1.57e-67
1	Stromal cells	Epithelial	Epithelial	SNRPF	0.39	97.6	2.07e-67
1	Stromal cells	Epithelial	Epithelial	FAM111A	0.35	50.5	6.89e-67
1	Stromal cells	Epithelial	Epithelial	WDR34	0.48	82.1	1.52e-66
1	Stromal cells	Epithelial	Epithelial	TMPO	0.39	67.3	3.14e-66
1	Stromal cells	Epithelial	Epithelial	KPNA2	0.49	73.1	3.47e-66
1	Stromal cells	Epithelial	Epithelial	IDH2	0.52	86.5	3.21e-65
1	Stromal cells	Epithelial	Epithelial	PHGDH	0.48	87.2	1.18e-64
1	Stromal cells	Epithelial	Epithelial	GGH	0.39	70.8	1.44e-64
1	Stromal cells	Epithelial	Epithelial	C21orf58	0.27	33.0	2.35e-64
1	Stromal cells	Epithelial	Epithelial	CENPA	0.28	36.7	2.98e-64
1	Stromal cells	Epithelial	Epithelial	HMGN2	0.44	95.5	5.29e-64
1	Stromal cells	Epithelial	Epithelial	PTTG1	0.46	56.1	2.16e-63
1	Stromal cells	Epithelial	Epithelial	PHF19	0.26	38.1	9.13e-62
1	Stromal cells	Epithelial	Epithelial	LSM5	0.39	93.4	7.86e-61
1	Stromal cells	Epithelial	Epithelial	CENPK	0.26	41.7	1.82e-60
1	Stromal cells	Epithelial	Epithelial	CLSPN	0.27	36.4	3.06e-60
1	Stromal cells	Epithelial	Epithelial	SLC25A5	0.4	93.8	4.57e-60
1	Stromal cells	Epithelial	Epithelial	UPK3A	0.42	80.1	1.14e-58
1	Stromal cells	Epithelial	Epithelial	TUBG1	0.38	65.5	1.22e-58
1	Stromal cells	Epithelial	Epithelial	RFC3	0.26	38.8	2.54e-57
1	Stromal cells	Epithelial	Epithelial	C18orf56	0.28	42.8	5.86e-57
1	Stromal cells	Epithelial	Epithelial	SNRNP25	0.35	73.1	9.96e-57
1	Stromal cells	Epithelial	Epithelial	KNSTRN	0.26	36.1	8.24e-56
1	Stromal cells	Epithelial	Epithelial	CKLF	0.39	91.3	8.7e-55
1	Stromal cells	Epithelial	Epithelial	SMYD3	0.47	76.4	1.48e-54
1	Stromal cells	Epithelial	Epithelial	VRK1	0.26	47.1	1.74e-54
1	Stromal cells	Epithelial	Epithelial	RPL34	-0.72	99.5	9.18e-54
1	Stromal cells	Epithelial	Epithelial	PTMA	0.25	100.0	1.06e-53
1	Stromal cells	Epithelial	Epithelial	ZDHHC12	0.4	86.5	8.53e-53
1	Stromal cells	Epithelial	Epithelial	BCL2L12	0.3	59.5	3.34e-52
1	Stromal cells	Epithelial	Epithelial	SIVA1	0.4	93.3	3.53e-52
1	Stromal cells	Epithelial	Epithelial	EMC9	0.36	65.4	5.23e-52
1	Stromal cells	Epithelial	Epithelial	MZT2A	0.34	97.0	3.49e-51
1	Stromal cells	Epithelial	Epithelial	RPS27	-0.31	100.0	2.45e-50
1	Stromal cells	Epithelial	Epithelial	PGP	0.35	75.0	2.88e-50
1	Stromal cells	Epithelial	Epithelial	SPINK1	0.36	100.0	6.99e-50
1	Stromal cells	Epithelial	Epithelial	PLK1	0.25	27.7	2.53e-49
1	Stromal cells	Epithelial	Epithelial	UQCC2	0.39	87.7	2.97e-49
1	Stromal cells	Epithelial	Epithelial	TUBA1C	0.46	85.9	5.86e-49
1	Stromal cells	Epithelial	Epithelial	CHPT1	0.38	68.9	7.39e-49
1	Stromal cells	Epithelial	Epithelial	ATPIF1	0.32	97.8	2.65e-48
1	Stromal cells	Epithelial	Epithelial	HMGB3	0.38	81.4	2.94e-48
1	Stromal cells	Epithelial	Epithelial	DNAJC9	0.28	56.9	9.64e-48
1	Stromal cells	Epithelial	Epithelial	HMGN1	0.3	98.1	3.34e-47
1	Stromal cells	Epithelial	Epithelial	SAC3D1	0.34	65.4	4.85e-46
1	Stromal cells	Epithelial	Epithelial	CCL15	0.3	76.8	8.24e-46
1	Stromal cells	Epithelial	Epithelial	CCNB1	0.28	32.5	1.17e-45
1	Stromal cells	Epithelial	Epithelial	TOMM40	0.34	79.8	1.3e-45
1	Stromal cells	Epithelial	Epithelial	RHEB	0.3	95.2	3.01e-45
1	Stromal cells	Epithelial	Epithelial	CACYBP	0.33	92.1	4.92e-45
1	Stromal cells	Epithelial	Epithelial	MRP63	0.34	94.1	1.44e-44
1	Stromal cells	Epithelial	Epithelial	CDCA4	0.31	57.1	1.65e-44
1	Stromal cells	Epithelial	Epithelial	ERH	0.29	98.2	2.93e-44
1	Stromal cells	Epithelial	Epithelial	PPM1G	0.35	80.6	1.44e-43
1	Stromal cells	Epithelial	Epithelial	BID	0.36	80.9	2.54e-43
1	Stromal cells	Epithelial	Epithelial	ZNF706	0.35	93.3	4.3e-43
1	Stromal cells	Epithelial	Epithelial	ATP5G1	0.32	92.0	8.33e-43
1	Stromal cells	Epithelial	Epithelial	HNRNPA2B1	0.28	99.0	2.37e-42
1	Stromal cells	Epithelial	Epithelial	MGST1	0.31	99.0	3.02e-42
1	Stromal cells	Epithelial	Epithelial	PPARG	0.37	94.2	6.68e-42
1	Stromal cells	Epithelial	Epithelial	YBX1	0.26	99.2	8.84e-42
1	Stromal cells	Epithelial	Epithelial	RPS25	-0.37	98.6	1.04e-41
1	Stromal cells	Epithelial	Epithelial	ITGB3BP	0.29	61.2	1.06e-41
1	Stromal cells	Epithelial	Epithelial	ANP32E	0.27	61.9	3.87e-41
1	Stromal cells	Epithelial	Epithelial	GMNN	0.33	59.9	7.76e-41
1	Stromal cells	Epithelial	Epithelial	SNX31	0.28	51.9	8.25e-41
1	Stromal cells	Epithelial	Epithelial	CMC2	0.3	64.9	8.65e-41
1	Stromal cells	Epithelial	Epithelial	SIGMAR1	0.28	64.3	1.84e-40
1	Stromal cells	Epithelial	Epithelial	DMKN	0.33	88.9	5.94e-40
1	Stromal cells	Epithelial	Epithelial	POLE4	0.32	87.5	6.61e-40
1	Stromal cells	Epithelial	Epithelial	NME1	0.32	89.1	1.48e-39
1	Stromal cells	Epithelial	Epithelial	EZH2	0.28	49.7	2.18e-39
1	Stromal cells	Epithelial	Epithelial	RAD21	0.3	71.5	3.78e-39
1	Stromal cells	Epithelial	Epithelial	POU6F2-AS1	0.28	47.3	4.26e-39
1	Stromal cells	Epithelial	Epithelial	GATM	0.27	66.3	9.62e-39
1	Stromal cells	Epithelial	Epithelial	EEF1A1	-0.44	99.8	1.29e-38
1	Stromal cells	Epithelial	Epithelial	PSMG3	0.31	77.7	1.63e-38
1	Stromal cells	Epithelial	Epithelial	RAD51C	0.27	55.4	1.87e-38
1	Stromal cells	Epithelial	Epithelial	PA2G4	0.33	87.8	2.68e-38
1	Stromal cells	Epithelial	Epithelial	TPT1	-0.51	99.4	3.27e-38
1	Stromal cells	Epithelial	Epithelial	ATP5G3	0.26	97.4	3.48e-38
1	Stromal cells	Epithelial	Epithelial	TMSB4X	-0.39	100.0	6.29e-38
1	Stromal cells	Epithelial	Epithelial	RCN1	0.29	96.0	7.04e-38
1	Stromal cells	Epithelial	Epithelial	MRPL37	0.31	71.0	9.24e-38
1	Stromal cells	Epithelial	Epithelial	RPL10	-0.37	100.0	1.36e-37
1	Stromal cells	Epithelial	Epithelial	MAL2	0.28	88.8	1.43e-37
1	Stromal cells	Epithelial	Epithelial	QPCT	0.32	80.0	3.55e-37
1	Stromal cells	Epithelial	Epithelial	MRPL51	0.3	94.1	4.21e-37
1	Stromal cells	Epithelial	Epithelial	EBP	0.29	76.3	1.37e-36
1	Stromal cells	Epithelial	Epithelial	STRA13	0.36	78.4	1.41e-36
1	Stromal cells	Epithelial	Epithelial	TFDP1	0.31	73.4	1.55e-36
1	Stromal cells	Epithelial	Epithelial	BANF1	0.28	95.7	2.22e-36
1	Stromal cells	Epithelial	Epithelial	GINS2	0.32	51.1	2.52e-36
1	Stromal cells	Epithelial	Epithelial	C9orf142	0.31	83.0	3.06e-36
1	Stromal cells	Epithelial	Epithelial	HSPB11	0.31	76.0	3.31e-36
1	Stromal cells	Epithelial	Epithelial	RPS14	-0.36	99.8	3.71e-36
1	Stromal cells	Epithelial	Epithelial	RPL27A	-0.39	99.5	5.04e-36
1	Stromal cells	Epithelial	Epithelial	RPL26	-0.48	99.2	6.38e-36
1	Stromal cells	Epithelial	Epithelial	S100A6	-0.47	100.0	6.94e-36
1	Stromal cells	Epithelial	Epithelial	SNRPB	0.27	97.1	8.49e-36
1	Stromal cells	Epithelial	Epithelial	PCNA	0.45	82.2	9.56e-36
1	Stromal cells	Epithelial	Epithelial	RMI2	0.26	56.4	2.8e-35
1	Stromal cells	Epithelial	Epithelial	ATP5J	0.27	99.2	2.94e-35
1	Stromal cells	Epithelial	Epithelial	COX5A	0.28	95.4	3.34e-35
1	Stromal cells	Epithelial	Epithelial	TOR3A	0.25	56.9	3.43e-35
1	Stromal cells	Epithelial	Epithelial	TUBB4B	0.26	95.2	2.95e-34
1	Stromal cells	Epithelial	Epithelial	ANXA1	-0.83	19.7	1.07e-33
1	Stromal cells	Epithelial	Epithelial	USP1	0.29	67.0	1.83e-33
1	Stromal cells	Epithelial	Epithelial	PSAT1	0.27	39.6	2.31e-33
1	Stromal cells	Epithelial	Epithelial	SLC25A1	0.29	71.5	2.86e-33
1	Stromal cells	Epithelial	Epithelial	MT-ATP6	0.3	99.7	4.62e-33
1	Stromal cells	Epithelial	Epithelial	MYCL	0.29	70.7	6.59e-33
1	Stromal cells	Epithelial	Epithelial	ACAA2	0.3	77.1	7.3e-33
1	Stromal cells	Epithelial	Epithelial	TMEM97	0.27	62.7	1.57e-32
1	Stromal cells	Epithelial	Epithelial	CRCT1	0.36	96.2	1.58e-32
1	Stromal cells	Epithelial	Epithelial	C1orf122	0.29	94.4	1.61e-32
1	Stromal cells	Epithelial	Epithelial	GDPD3	0.28	89.1	1.64e-32
1	Stromal cells	Epithelial	Epithelial	MZT2B	0.26	98.2	1.87e-32
1	Stromal cells	Epithelial	Epithelial	RPL13	-0.32	99.8	2.75e-32
1	Stromal cells	Epithelial	Epithelial	MAL	0.29	88.8	3e-32
1	Stromal cells	Epithelial	Epithelial	UCP2	0.29	86.7	3.51e-32
1	Stromal cells	Epithelial	Epithelial	SMAGP	0.27	63.3	4.77e-32
1	Stromal cells	Epithelial	Epithelial	POP7	0.27	67.8	5.73e-32
1	Stromal cells	Epithelial	Epithelial	CYCS	0.25	96.0	6.9e-32
1	Stromal cells	Epithelial	Epithelial	HINT2	0.29	79.8	6.96e-32
1	Stromal cells	Epithelial	Epithelial	HLA-A	-0.9	67.3	9.38e-32
1	Stromal cells	Epithelial	Epithelial	MRPS25	0.28	68.9	1.55e-31
1	Stromal cells	Epithelial	Epithelial	GCHFR	0.25	58.5	1.69e-31
1	Stromal cells	Epithelial	Epithelial	RPL13A	-0.26	100.0	1.32e-30
1	Stromal cells	Epithelial	Epithelial	TPRKB	0.26	73.7	1.8e-30
1	Stromal cells	Epithelial	Epithelial	FDPS	0.29	86.9	2.03e-30
1	Stromal cells	Epithelial	Epithelial	CARHSP1	0.34	79.8	2.51e-30
1	Stromal cells	Epithelial	Epithelial	NUP210	0.28	56.2	3.24e-30
1	Stromal cells	Epithelial	Epithelial	RPIA	0.27	73.7	3.31e-30
1	Stromal cells	Epithelial	Epithelial	BAMBI	0.32	58.7	3.34e-30
1	Stromal cells	Epithelial	Epithelial	MALAT1	-0.36	100.0	4.81e-30
1	Stromal cells	Epithelial	Epithelial	UPK3B	0.3	87.5	7.72e-30
1	Stromal cells	Epithelial	Epithelial	ETFB	0.27	84.8	1.81e-29
1	Stromal cells	Epithelial	Epithelial	RPS28	-0.5	99.0	2.15e-29
1	Stromal cells	Epithelial	Epithelial	HMOX1	0.25	86.4	2.39e-29
1	Stromal cells	Epithelial	Epithelial	PARP1	0.27	64.9	4.47e-29
1	Stromal cells	Epithelial	Epithelial	TIMM10	0.27	65.1	6.97e-29
1	Stromal cells	Epithelial	Epithelial	RPS13	-0.35	98.7	8.09e-29
1	Stromal cells	Epithelial	Epithelial	NDUFS6	0.25	95.2	1.13e-28
1	Stromal cells	Epithelial	Epithelial	H2AFY	0.28	81.2	1.89e-28
1	Stromal cells	Epithelial	Epithelial	CYC1	0.27	84.9	2.1e-28
1	Stromal cells	Epithelial	Epithelial	HSPB1	-0.77	83.0	2.17e-28
1	Stromal cells	Epithelial	Epithelial	MTHFD2	0.27	64.6	2.69e-28
1	Stromal cells	Epithelial	Epithelial	VPS29	0.27	85.9	2.7e-28
1	Stromal cells	Epithelial	Epithelial	EIF4EBP1	0.29	66.7	5.76e-28
1	Stromal cells	Epithelial	Epithelial	PON2	0.27	85.4	7.43e-28
1	Stromal cells	Epithelial	Epithelial	SSRP1	0.26	74.7	9.35e-28
1	Stromal cells	Epithelial	Epithelial	NAA50	0.26	78.4	2.11e-27
1	Stromal cells	Epithelial	Epithelial	BOLA3	0.25	76.3	1.88e-26
1	Stromal cells	Epithelial	Epithelial	RPS24	-0.41	98.6	1.93e-26
1	Stromal cells	Epithelial	Epithelial	RAD23A	0.26	85.7	5.27e-26
1	Stromal cells	Epithelial	Epithelial	IFITM3	-1.45	10.4	5.64e-26
1	Stromal cells	Epithelial	Epithelial	HMGA1	0.27	85.1	1.04e-25
1	Stromal cells	Epithelial	Epithelial	RPS12	-0.3	99.8	1.16e-25
1	Stromal cells	Epithelial	Epithelial	GPX1	-0.64	4.5	2.81e-25
1	Stromal cells	Epithelial	Epithelial	RPL36	-0.43	99.0	3.04e-25
1	Stromal cells	Epithelial	Epithelial	PLP2	0.25	88.6	3.45e-25
1	Stromal cells	Epithelial	Epithelial	CYBA	-0.61	2.6	3.63e-25
1	Stromal cells	Epithelial	Epithelial	HIST1H2BJ	0.26	23.2	4.35e-25
1	Stromal cells	Epithelial	Epithelial	HLA-B	-0.57	95.2	5.23e-25
1	Stromal cells	Epithelial	Epithelial	CDK4	0.28	75.5	9.3e-25
1	Stromal cells	Epithelial	Epithelial	PDCD5	0.25	85.4	9.83e-25
1	Stromal cells	Epithelial	Epithelial	UFD1L	0.28	67.9	1.14e-24
1	Stromal cells	Epithelial	Epithelial	BTG3	0.29	67.0	1.52e-24
1	Stromal cells	Epithelial	Epithelial	WASH4P	0.3	82.7	1.59e-24
1	Stromal cells	Epithelial	Epithelial	LMNA	-0.4	92.3	2.31e-24
1	Stromal cells	Epithelial	Epithelial	SKA2	0.26	73.7	2.76e-24
1	Stromal cells	Epithelial	Epithelial	HES4	0.25	84.0	2.27e-23
1	Stromal cells	Epithelial	Epithelial	RPL9	-0.33	98.7	5.88e-23
1	Stromal cells	Epithelial	Epithelial	RPL28	-0.31	99.8	1.22e-22
1	Stromal cells	Epithelial	Epithelial	IFITM1	-0.54	1.9	1.56e-22
1	Stromal cells	Epithelial	Epithelial	ARL6IP1	0.35	90.9	2.41e-22
1	Stromal cells	Epithelial	Epithelial	RPS3A	-0.3	99.2	4.06e-22
1	Stromal cells	Epithelial	Epithelial	PTMS	-0.5	5.9	4.95e-22
1	Stromal cells	Epithelial	Epithelial	SH3BGRL3	-0.48	66.8	7.65e-22
1	Stromal cells	Epithelial	Epithelial	IFITM2	-0.68	3.8	3.55e-21
1	Stromal cells	Epithelial	Epithelial	RPS4Y1	-0.56	0.0	6.52e-21
1	Stromal cells	Epithelial	Epithelial	RPS23	-0.33	99.2	1.48e-20
1	Stromal cells	Epithelial	Epithelial	SAT1	-0.73	58.7	7.17e-20
1	Stromal cells	Epithelial	Epithelial	HIST1H1C	0.49	70.8	7.73e-20
1	Stromal cells	Epithelial	Epithelial	FXYD5	-0.39	3.5	8.41e-20
1	Stromal cells	Epithelial	Epithelial	IFI16	-0.27	0.6	7.33e-19
1	Stromal cells	Epithelial	Epithelial	COMMD6	-0.35	72.9	7.66e-19
1	Stromal cells	Epithelial	Epithelial	PNRC1	-0.41	47.3	7.88e-19
1	Stromal cells	Epithelial	Epithelial	FN1	-0.97	82.1	8.34e-19
1	Stromal cells	Epithelial	Epithelial	BHLHE40	-0.49	12.5	1.15e-18
1	Stromal cells	Epithelial	Epithelial	RPL10A	-0.25	98.9	1.38e-18
1	Stromal cells	Epithelial	Epithelial	RPL15	-0.26	98.6	1.51e-18
1	Stromal cells	Epithelial	Epithelial	COL3A1	-1.7	1.3	2.04e-18
1	Stromal cells	Epithelial	Epithelial	SLC16A3	-0.29	5.1	3.39e-18
1	Stromal cells	Epithelial	Epithelial	LGALS3BP	-0.45	9.8	4.94e-18
1	Stromal cells	Epithelial	Epithelial	CLEC2B	-0.3	0.8	6.85e-18
1	Stromal cells	Epithelial	Epithelial	HLA-E	-0.49	58.0	7.17e-18
1	Stromal cells	Epithelial	Epithelial	FABP4	-1.18	1.0	8.73e-18
1	Stromal cells	Epithelial	Epithelial	LAMB3	-0.35	1.9	1.04e-17
1	Stromal cells	Epithelial	Epithelial	BST2	-0.47	5.4	1.28e-17
1	Stromal cells	Epithelial	Epithelial	TNFSF10	-0.36	6.2	1.87e-17
1	Stromal cells	Epithelial	Epithelial	NEAT1	-0.39	97.8	2.16e-17
1	Stromal cells	Epithelial	Epithelial	MYADM	-0.3	0.3	2.55e-17
1	Stromal cells	Epithelial	Epithelial	LAPTM4A	-0.27	92.1	2.97e-17
1	Stromal cells	Epithelial	Epithelial	VIM	-1.43	4.3	5.39e-17
1	Stromal cells	Epithelial	Epithelial	CD59	-0.41	73.4	7e-17
1	Stromal cells	Epithelial	Epithelial	EEF2	-0.4	81.6	9.8e-17
1	Stromal cells	Epithelial	Epithelial	S100A2	-1.55	12.8	1.03e-16
1	Stromal cells	Epithelial	Epithelial	CD74	-1.16	16.8	1.04e-16
1	Stromal cells	Epithelial	Epithelial	SLBP	0.26	76.0	1.13e-16
1	Stromal cells	Epithelial	Epithelial	EMP1	-0.45	14.1	1.31e-16
1	Stromal cells	Epithelial	Epithelial	IGFBP2	-0.49	0.6	1.42e-16
1	Stromal cells	Epithelial	Epithelial	EDN1	0.26	70.5	1.83e-16
1	Stromal cells	Epithelial	Epithelial	DHRS3	-0.32	1.6	2.03e-16
1	Stromal cells	Epithelial	Epithelial	PTRF	-0.39	5.6	4.13e-16
1	Stromal cells	Epithelial	Epithelial	IGFBP7	-1.87	11.7	5.14e-16
1	Stromal cells	Epithelial	Epithelial	RPL14	-0.3	98.4	6.56e-16
1	Stromal cells	Epithelial	Epithelial	B2M	-0.28	100.0	1.01e-15
1	Stromal cells	Epithelial	Epithelial	UBC	-0.26	99.2	1.05e-15
1	Stromal cells	Epithelial	Epithelial	SPARC	-1.43	4.3	1.21e-15
1	Stromal cells	Epithelial	Epithelial	MARCKS	-0.49	36.2	2.33e-15
1	Stromal cells	Epithelial	Epithelial	LDHA	-0.38	79.6	6.06e-15
1	Stromal cells	Epithelial	Epithelial	COL1A1	-2.07	2.9	7.21e-15
1	Stromal cells	Epithelial	Epithelial	PRKCDBP	-0.42	1.0	9.12e-15
1	Stromal cells	Epithelial	Epithelial	RPL29	-0.29	97.6	1.18e-14
1	Stromal cells	Epithelial	Epithelial	CDKN1A	-0.55	33.0	1.25e-14
1	Stromal cells	Epithelial	Epithelial	GNB2L1	-0.37	94.4	1.71e-14
1	Stromal cells	Epithelial	Epithelial	SELM	-0.56	4.2	1.75e-14
1	Stromal cells	Epithelial	Epithelial	RPS4X	-0.25	99.2	2.13e-14
1	Stromal cells	Epithelial	Epithelial	SERPING1	-0.43	2.6	2.51e-14
1	Stromal cells	Epithelial	Epithelial	KRT13	-1.04	3.8	3.29e-14
1	Stromal cells	Epithelial	Epithelial	FXYD3	-0.53	69.7	4.76e-14
1	Stromal cells	Epithelial	Epithelial	MEST	0.33	52.1	5.18e-14
1	Stromal cells	Epithelial	Epithelial	GBP2	-0.31	12.2	9.19e-14
1	Stromal cells	Epithelial	Epithelial	TCF4	-0.3	0.8	9.58e-14
1	Stromal cells	Epithelial	Epithelial	COL1A2	-1.82	3.8	1.03e-13
1	Stromal cells	Epithelial	Epithelial	TPBG	-0.26	12.2	1.77e-13
1	Stromal cells	Epithelial	Epithelial	C11orf96	-0.52	1.9	2.32e-13
1	Stromal cells	Epithelial	Epithelial	ZFP36L1	-0.49	57.7	2.58e-13
1	Stromal cells	Epithelial	Epithelial	MMP2	-0.58	1.0	2.64e-13
1	Stromal cells	Epithelial	Epithelial	ETS2	-0.49	31.9	2.77e-13
1	Stromal cells	Epithelial	Epithelial	AGR2	-0.6	6.9	3.18e-13
1	Stromal cells	Epithelial	Epithelial	PHLDA2	-0.59	55.9	3.48e-13
1	Stromal cells	Epithelial	Epithelial	RPS15	-0.25	99.7	3.77e-13
1	Stromal cells	Epithelial	Epithelial	FTL	-0.26	99.8	3.89e-13
1	Stromal cells	Epithelial	Epithelial	TUBA4A	-0.26	4.5	6.3e-13
1	Stromal cells	Epithelial	Epithelial	MALL	-0.3	5.4	7.7e-13
1	Stromal cells	Epithelial	Epithelial	TSPO	-0.29	70.7	7.94e-13
1	Stromal cells	Epithelial	Epithelial	PLAUR	-0.51	4.6	8.56e-13
1	Stromal cells	Epithelial	Epithelial	LUM	-1.59	3.7	1.17e-12
1	Stromal cells	Epithelial	Epithelial	PERP	-0.26	92.3	2.3e-12
1	Stromal cells	Epithelial	Epithelial	S100A4	-0.86	50.0	3.59e-12
1	Stromal cells	Epithelial	Epithelial	IER3	-0.9	47.3	3.69e-12
1	Stromal cells	Epithelial	Epithelial	GPX2	-0.51	3.4	8.16e-12
1	Stromal cells	Epithelial	Epithelial	IGFBP3	-0.6	96.6	8.2e-12
1	Stromal cells	Epithelial	Epithelial	CLU	-0.53	4.2	1.36e-11
1	Stromal cells	Epithelial	Epithelial	NPDC1	-0.3	1.8	1.39e-11
1	Stromal cells	Epithelial	Epithelial	RPL17	-0.44	90.7	1.42e-11
1	Stromal cells	Epithelial	Epithelial	C8orf4	-0.47	33.2	1.49e-11
1	Stromal cells	Epithelial	Epithelial	GLTSCR2	-0.3	72.8	1.97e-11
1	Stromal cells	Epithelial	Epithelial	HSPA1A	-1.4	12.0	2.73e-11
1	Stromal cells	Epithelial	Epithelial	SERPINE1	-0.33	3.0	2.79e-11
1	Stromal cells	Epithelial	Epithelial	SLC2A3	-0.39	13.5	3.71e-11
1	Stromal cells	Epithelial	Epithelial	VAMP5	-0.29	4.8	3.92e-11
1	Stromal cells	Epithelial	Epithelial	RARRES3	-0.25	3.5	4.07e-11
1	Stromal cells	Epithelial	Epithelial	SQSTM1	-0.37	73.7	4.07e-11
1	Stromal cells	Epithelial	Epithelial	RABAC1	-0.27	70.8	4.32e-11
1	Stromal cells	Epithelial	Epithelial	YPEL5	-0.3	41.3	5.47e-11
1	Stromal cells	Epithelial	Epithelial	TM4SF1	-0.62	5.4	1.17e-10
1	Stromal cells	Epithelial	Epithelial	GSN	-0.39	43.1	1.27e-10
